irn,DesLabel0(+ group='1'),DesDescription0(+ group='1'),DesBiblioRef0(+ group='1').irn,DesLabel0(+ group='2'),DesDescription0(+ group='2'),DesBiblioRef0(+ group='2').irn,DesLabel0(+ group='3'),DesDescription0(+ group='3'),DesBiblioRef0(+ group='3').irn,DesLabel0(+ group='4'),DesDescription0(+ group='4'),DesBiblioRef0(+ group='4').irn,DesLabel0(+ group='5'),DesDescription0(+ group='5'),DesBiblioRef0(+ group='5').irn,DesLabel0(+ group='6'),DesDescription0(+ group='6'),DesBiblioRef0(+ group='6').irn,DesLabel0(+ group='7'),DesDescription0(+ group='7'),DesBiblioRef0(+ group='7').irn
751037,Type Description,"
Rev. Mag. Zool. Paris, 7(2):154.
",41852,Description,The genets are recognized by the ringed long tail and spots in rows on the side of the animal.  There is only one longitudinal stripe along the back of the animal.,41852,Type Locality,"
'Gabon'.
",41852,Distribution,"A true forest species, Genetta servalina can be found in rain, lowland, and montane forests throughout the Congo basin from Nigeria, the Cameroons, and Gabon over to Uganda, southern Kenya, and northern Tanzania with a discontinuous distribution in the Southern Highlands in Tanzania. (Kingdon, 1989, 1997)Key Reference:1. Kingdon, J. 1989. East African mammals: An atlas of evolution in Africa. (Carnivores). University of Chicago Press, Chicago, 3A:137, 152-155.2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 269. 3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 1:748-749, 751-754.
 
",41852,Measurements, Head and body: 410-500 mmTail length: 350-440 mmHindfoot length: 70-80 mmWeight: 1-1.12 kg,41852,,,,,,
753175,Type Description,"
Cat. Mamm. Mus. Nat. Hist. Nat., p. 113.
",41852,Description,"This animal was introduced on the island of Zanzibar.  Look for the many longitudinal lines running along the back of the animal.Key Reference:1. Kingdon, J. 1989. East African mammals: An atlas of evolution in Africa. (Carnivores). University of Chicago Press, Chicago, 3A:167.2. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 1:748-749, 751.
 
",41852,Type Locality,"

",41852,Measurements, Head and body: 450-630 mmTail length: 300-430 mmWeight: 2-4 kg,41852,,,,,,,,,
239367,Type Description,"
Zool. J., 1:247.
",41852,Description,"The horse was introduced to Tanzania, while the zebra is a common resident of the grasslands.",41852,Type Locality,"
'The flat parts near the Cape', now identified as South Africa, Northern Cape Prov., Kuruman Dist., Little Klibbolikhonni Fontein (Grubb, 1999:16).
",41852,Distribution,"Found in grasslands, steppes, savannas, and woodlands, Equus burchelli is distributed from the Sudan and Ethiopia down through East Africa to northern South Africa and across the Angola and Namibia. (Kingdon, 1997)
Key Reference:1. Kingdon, J. 1989. East African mammals: An atlas of evolution in Africa. (Large Mammals). University of Chicago Press, Chicago, 3B:163-179.2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 311-313.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1007-1011, 1021-1024.

 
",41852,Measurements, Head and body: 2170-2460 mmTail length: 470-565 mmWeight: 175-322 kg,41852,,,,,,
756717,Type Description,"
Syst. Nat., 10th ed., 1:56.
",41852,Description,"The animal can stand 150 cm at the shoulder and weigh up to 1800 kg.  They usually have two horns, the front one larger than the rear.  The rhino browses trees with a prehensile upper lip.  They have poor vision but good hearing and sense of smell.   Gestation is roughly 450 days.  Because of demand for the horn of this unique animal, Tanzania's remaining rhinos are under extreme threat.",41852,Type Locality,"
'Habitat in India', now identified as South Africa, Western Cape Prov., Cape of Good Hope.
",41852,Distribution,"With several different fragmented distribution areas, Diceros bicornis can be found favoring thicket and savanna edges with woody regrowth and numerous shrubs in the Cameroons, Chad and the Central African Republic, a small, isolated part of southern Sudan, throughout Tanzania, Kenya, Burundi, and Rwanda down to South Africa and a small area along the west coast in northern Namibia. (Kingdon, 1997)
",41852,Measurements, Head and body: 3000-3750 mmTail length: 700 mmWeight: 996-1362 kg,41852,,,,,,
757517,Type Description,"
Reisen Sudl. Africa, 2, pl. 4 opp. p. 544.
",41852,Description,This graceful antelope is one of the best jumpers of the group.,41852,Type Locality,"
'Koossi-Thale', now identified as South Africa, Northern Cape Prov., Kuruman Dist., Khosis (Grubb, 1999).
",41852,Measurements, Head and body: 1150-1540 mmTail length: 240-400 mmWeight: 40-76 kg,41852,,,,,,,,,
757461,Type Description,"
Misc. Zool., p. 7.
",41852,Description,The hartebeest is recognizable by its long narrow face and horns set on pedicles of the skull.  They are common inhabitants of grasslands.,41852,Type Locality,"
No locality cited but the name is based on ""Le bubale"" of Buffon, ""en Barbarie & dans toutes les parties septentrionales de l'Afrique"", and on other sources. Restricted to Barbary by designation of the ""Vache de Barbarie"" of Perrault as the lectotype (Ruxton and Schwarz, 1929:575). Further restricted to Morocco (Lydekker, 1914a:5).
",41852,Measurements, Head and body: 1770-2150 mmTail length: 300 mmWeight: 116-218 kg,41852,,,,,,,,,
310303,Type Description,"
Spenerschen Zeitung, 18 December, 1849, p. unknown; reprinted in 1912 in Gesellschaft Natuurforschender Freunde zu Berlin for 1839-59.
",41852,Description,The hartebeest is recognizable by its long narrow face and horns set on pedicles of the skull.  They are common inhabitants of grasslands.,41852,Type Locality,"
No type locality indicated; since identified as Mozambique, Tette.
",41852,Measurements, Head and body: 1600-2030 mmTail length: 400-510 mmWeight: 125-204 kg,41852,,,,,,,,,
757601,Type Description,"
Syst. Nat., 10th ed., 1:71.
",41852,Description,"The cow is a familiar species and is found all over the world as a domesticated farm animal, providing meat and milk to humans.  The cylindrical shape of the horns and the blocky shape of the back of the skull differentiate it from other bovids with horns protruding laterally from the skull, such as buffalo and wildebeest.Key Reference:1. Kingdon, J. 1989. East African mammals: An atlas of evolution in Africa. (Large Mammals). University of Chicago Press, Chicago, 3C:54-55.2. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1135, 1153-1157.

 
",41852,Type Locality,"
Linnaeus (1758) stated 'habitat in Poloniae depressis graminosis ferus Urus' 'Urus' applies to the aurochs because Linneaus' only source was Caesar in his 'Gallic Wars' where the aurochs is described (Lydekker, 1912). Other authors have used the name 'Urus' for the European Bison Bison bonasus, in the 18th Century thought to be the wild form of domestic cattle. Thomas (1911a:154) proposed to restrict the type locality to Sweden, Upsala, applying taurus to domestic cattle.
",41852,Measurements,Weight: 450-1000 kg,41852,,,,,,,,,
757359,Type Description,"
Syst. Nat., 10th ed., 1:68.
",41852,Description,Goats are familiar animals to humans as livestock and were introduced to Tanzania.,41852,Type Locality,"
'Habitat in montosis'; identified as Sweden (Thomas, 1911a:152), based on domesticated stock.
",41852,,,,,,,,,,,,
310921,Type Description,"
Ann. Mag. Nat. Hist., ser. 9, 2:151.
",41852,Description,"These small antelope are common forest inhabitants.  Ader's Duiker is in need of protection in the forests of Zanzibar.Key Reference:1. Kingdon, J. 1989. East African mammals: An atlas of evolution in Africa. (Large Mammals). University of Chicago Press, Chicago, 3C:286-288.2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 372-373, 377.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1135, 1164-1165.

 
",41852,Type Locality,"
Tanzania, 'Zanzibar'.
",41852,Measurements, Head and body: 660-720 mmTail length: 90-120 mmEar length: 70-83 mmWeight: 6.5-12 kg,41852,,,,,,,,,
757307,Type Description,"
Smith, A. 1833-1834. An epitome of African Zoology; or, a concise description of the objects of the animal Kingdom inhabiting Africa, its islands and seas. South African Quarterly Journal, 2:16-32, 49-64, 81-96, 113-128, 145-160, 169-192, 209-224, 233-248.
",41852,Description,These small antelope are common forest inhabitants.,41852,Type Locality,"
South Africa, KwaZulu-Natal, 'Port Natal' (Durban).
",41852,Measurements, Head and body: 750-950 mmTail length: 90-150 mmEar length: 60-87 mmWeight: 12-16 kg,41852,,,,,,,,,
757298,Type Description,"
Proc. U.S. Natl. Mus., 13:227.
",41852,Description,These small antelope are common forest inhabitants.,41852,Type Locality,"
High altitudes on Mt. Kilima-njaro, frequenting the highest points' (Tanzania, Mt. Kilimanjaro; at 2400 m according to Grimshaw et al., 1995).
",41852,Measurements, Head and body: 970-1400 mmTail length: 130 mmEar length: 100 mmWeight: 52-60 kg,41852,,,,,,,,,
757102,Type Description,"
Burchell, W. J. 1822-1824 [1822-23]. Travels in the interior of Southern Africa. Longman, Hurst, Rees, Orme, Brown, and Green, London, 2 volumes [vol, 2 published in 1823, dated 1824].
",41852,Description,The wildebeest is a familiar animal found in short grasslands and famous for migrating.,41852,Type Locality,"
Apparently ""Kosi Fountain"", but lectotype came from South Africe, North West Prov., Vryburg Dist., ""Chue Spring, Maadji Mtn [Klein Heuningvlei]""; see Grubb (1999).
",41852,Measurements, Head and body: 1940-2090 mmTail length: 450-560 mmWeight: 118-270 kg,41852,,,,,,,,,
756804,Type Description,"
Proc. Zool. Soc. Lond., 1836:103 [1837].
",41852,Description,This antelope is easily recognized by the dark patches of color on the hindquarters and upper front legs.,41852,Type Locality,"
N Nigeria, ""Bornou"" (Borno Prov.).
",41852,Measurements, Head and body: 1500-1900 mmTail length: 360-420 mmWeight: 100-155 kg,41852,,,,,,,,,
311844,Type Description,"
Ann. Mag. Nat. Hist., ser. 5, 14:427.
",41852,Description,The gazelles are common residents of grassland and woodland areas.,41852,Type Locality,"
""the range of country from Kilimanjaro to Baringo and at various heights above 6000' [1829 m]""; restricted to ""Kilimanjaro district"" (Lydekker, 1914b:84) in Kenya (G. M. Allen, 1939:526).
",41852,Measurements, Head and body: 890-1070 mmTail length: 190-260 mmWeight: 13-28.7 kg,41852,,,,,,,,,
312259,Type Description,"
Cat. Mamm. Mus. Nation. Hist. Nat. p. 259.
",41852,Description,These beautiful antelope are characterized by the horns that arc back from the skull and the black and white markings on the face.,41852,Type Locality,"
'Inconnue'; now thought to be South Africa, Western Cape Prov., Plettenberg Bay (Grubb, 1999).
",41852,Measurements, Head and body: 1900-2400 mmTail length: 370-480 mmWeight: 223-300 kg,41852,,,,,,,,,
312261,Type Description,"
Athenaeum, 535:71.
",41852,Description,These beautiful antelope are characterized by the horns that arc back from the skull and the black and white markings on the face.,41852,Type Locality,"
'The great mountain range in the county of Mataveld', and 'On the northern side of the Cashan range of mountiains, about a degree and a half south of the tropic of Capricorn', since specified as South Africa, North West Prov., Krugersdorp and Rustenburg, Magaliesberg (Grubb, 1999).
",41852,Measurements, Head and body: 1970-2100 mmTail length: 380-460 mmEar length: 160-190 mmWeight: 204-263 kg,41852,,,,,,,,,
755900,Type Description,"
Proc. Zool. Soc. Lond., 1833:47.
",41852,Type Locality,"
'about twenty-five days' journey north of the Orange River between Latakoo and the western coast of Africa'. Since restricted to Botswana, Gaborone, the top reaches of the Notwani River; see Smithers (1971:233) and Grubb (1999:25-26).
",41852,Measurements, Head and body: 1770-2350 mmTail length: 330-400 mmWeight: 160-300 kg,41852,,,,,,,,,,,,
755898,Type Description,"
Missionary Travels and Researches in South Africa, p. 256.
",41852,Description,The Puku was historically more widespread than it is now and is currently found only in small populations in the central and southern part of the country.,41852,Type Locality,"
'Thirty or forty miles above Libonta'; since identified as Zambia, Barotseland, Chobe Valley, near Libonda at 40°0'S, 23°15'E.
",41852,Measurements, Head and body: 1260-1420 mmTail length: 280-320 mmWeight: 48-91 kg,41852,,,,,,,,,
312600,Type Description,"
Proc. Zool. Soc. Lond., 1878:929, pl. 56 [1879].
",41852,Description,Another common name for this long-necked antelope is Waller's gazelle.,41852,Type Locality,"
""Mainland of Africa, north of the island of Zanzibar, about lat. 30°S and long. 38°E"" and therefore apparently in Kenya, but shown to be correctly ""Somalia, coast near Juba River"" by Sclater and Thomas (1898) and Moreau et al. (1946) and more specifically, the vicinity of Chisimayo (Grubb, 2002).
",41852,Measurements, Head and body: 1400-1600 mmTail length: 220-350 mmWeight: 28.5-52 kg,41852,,,,,,,,,
755652,Type Description,"
Proc. Zool. Soc. Lond., 1880:17.
",41852,Description,The white eyering with a black gland in the lower region and the tuft of hair on the top of the head are defining characteristics.,41852,Type Locality,"
Somalia, 'near Brava, in the South Somali country'.
",41852,Measurements, Head and body: 590-720 mmTail length: 45-56 mmHindfoot length: 160-190 mmWeight: 3.8-7.2 kg,41852,,,,,,,,,
313451,Type Description,"
Proc. Zool. Soc. Lond., 1872:602.
",41852,Description,The gazelles are common residents of grassland and woodland areas.,41852,Type Locality,"
Tanzania, ""Western Kinyenye, in Ugogo"".
",41852,Measurements, Head and body: 1400-1660 mmTail length: 200-280 mmWeight: 38-81.5 kg,41852,,,,,,,,,
313544,Type Description,"
In Sundevall, Ofv. K. Svenska Vet.-Akad. Forhandl., Stockholm, 3(7):221.
",41852,Type Locality,"
'in Chapani (Anglis French island) occisa insula prope Zanzibar in Lat. Austr. 6°9', Long. Orient. 39°14' a Greenwich sita, fructibus dense tecta et fonte irrigata' (Tanzania, Chapani Isl, 3 km from Zanzibar).
",41852,Measurements, Head and body: 580-620 mmTail length: 110-130 mmWeight: 4-9 kg,41852,,,,,,,,,,,,
